TransactionNo,Items
5796,"Coke, Alfajores, Hot chocolate"
5797,Cake
5798,Sandwich
5799,"Tea, Cake, Pastry"
5800,"Bread, Coffee, Coffee, Soup, Soup, Bread, Farm House"
5801,"Sandwich, Bread"
5802,"Tea, Mineral water, Soup, Cake"
5803,"Bread, Chicken Stew, Sandwich, Coffee"
5804,Medialuna
5805,"Jam, Scandinavian"
5806,Cake
5807,"Juice, Coffee, Coffee, Bare Popcorn, Salad, Extra Salami or Feta, Spanish Brunch, Farm House"
5808,Bare Popcorn
5809,Valentine's card
5810,"Tea, Sandwich, Bread, Cake"
5811,"Tea, Tea, Spanish Brunch, Chicken Stew, Fudge, Alfajores"
5812,Coffee
5813,"Coffee, Pastry, Bread"
5814,"Bread, Alfajores"
5815,"Coffee, Coffee, Cookies"
5816,Bread
5817,Coffee
5818,"Coffee, Coffee, Juice, Cake, Alfajores"
5819,Hot chocolate
5820,"Coke, Sandwich"
5821,Bread
5822,Baguette
5823,"Coffee, Bread, Cookies, Juice"
5824,"Coffee, Cake"
5826,Bread
5827,Bread
5828,"Bread, Toast"
5829,"Bread, Tea, Toast, Cake"
5830,"Toast, Bread"
5831,Cookies
5832,"Coffee, Coffee, Toast"
5833,"Bread, Pastry"
5834,"Bread, Hot chocolate, Medialuna"
5835,Farm House
5836,Coffee
5837,"Farm House, Gingerbread syrup"
5838,"Coffee, Coffee, Coffee, Bread, Pastry, Alfajores"
5839,"Coffee, Sandwich, Baguette"
5840,"Coffee, Medialuna"
5841,Bread
5842,Scandinavian
5843,"Cookies, Bread, Bread"
5844,Coke
5845,"Medialuna, Pastry"
5846,"Coffee, Tea, Toast"
5847,Alfajores
5848,Bread
5849,"Coffee, Bread, Bread"
5850,"Coffee, Bread, Sandwich"
5851,"Coffee, Alfajores"
5852,"Truffles, Juice, Coffee, Bread, Pastry, Scone"
5853,"Scandinavian, Bread"
5854,Bread
5855,"Tea, Soup"
5856,"Soup, Truffles"
5857,"Soup, Scone, Tea"
5858,"Truffles, Sandwich"
5859,"Soup, Coffee"
5860,Cake
5861,Soup
5862,"Coffee, Toast"
5863,Bread
5864,Bread
5865,"Tea, Bread"
5866,"Coffee, Chicken Stew, Toast"
5867,Bread
5868,"Sandwich, Coffee, Cake, Coffee, Sandwich"
5869,Cake
5870,"Cookies, Bread"
5871,"Coffee, Hot chocolate, Juice, Truffles, Mineral water, Sandwich, Sandwich"
5872,"Coffee, Sandwich"
5873,"Coffee, Bread"
5874,"Tea, Coffee, Bread"
5875,Afternoon with the baker
5876,"Tea, Cookies"
5877,"Coffee, Soup"
5878,"Soup, Coffee"
5879,Farm House
5880,"Coffee, Cake"
5881,Coffee
5882,Coffee
5883,"Coffee, Tea"
5884,"Bread, Bread, Eggs"
5885,"Baguette, Scandinavian"
5886,"Coffee, Bread"
5887,"Coffee, Scone"
5888,"Eggs, Hot chocolate, Coffee, Alfajores"
5889,"Bread, Tea"
5890,Coffee
5891,Coffee
5892,Cake
5893,"Pastry, Baguette"
5894,"Coffee, Coffee, Toast"
5895,"Extra Salami or Feta, Coffee"
5896,"Bread, Pastry"
5897,Scandinavian
5898,"Pastry, Coffee"
5899,"Coffee, Coffee, Cookies"
5900,Coffee
5901,Farm House
5902,"Farm House, Cake"
5903,"Coffee, Coffee"
5904,Coffee
5905,"Coffee, Bread, Bread, Pastry"
5906,Bread
5907,"Toast, Truffles, Bread"
5908,Bread
5909,Jam
5910,"Coffee, Coffee"
5911,Coffee
5912,Bread
5913,Coffee
5914,"Tea, Coffee, Cake"
5915,"Coffee, Coffee, Brownie"
5916,Farm House
5917,Coffee
5918,"Sandwich, Coffee"
5919,"Farm House, Pastry"
5920,"Tea, Truffles"
5921,Bread
5922,Bread
5923,Hot chocolate
5924,"Bread, Baguette"
5925,Bread
5926,Bread
5927,"Scandinavian, Farm House"
5928,"Pastry, Bread"
5929,Sandwich
5930,"Bread, Baguette"
5931,"Coffee, Coffee, Hot chocolate, Cake"
5932,"Coffee, Pastry"
5933,"Coffee, Coffee"
5934,"Coffee, Coffee, Cake, Brownie"
5935,"The Nomad, Granola, Coffee, Coffee, Cookies, Pastry, Scone, Tea"
5936,Coffee
5937,"Bread, Fudge, Cookies"
5938,"Scandinavian, Alfajores"
5939,"Scone, Coffee"
5940,"Bread, Pastry, Coffee"
5941,"Tea, Alfajores, Pastry"
5942,"Pastry, Coffee, Coffee"
5943,"Sandwich, Sandwich"
5944,Cake
5945,"Medialuna, Bread"
5946,"Coffee, Brownie, Cake"
5947,"Cake, Cookies, Tea, Smoothies, Coffee"
5948,"Tea, Coffee, Truffles"
5949,"Bread, Brownie"
5950,"Coffee, Spanish Brunch"
5951,Scandinavian
5952,Cookies
5953,"Coffee, Mineral water, Bread"
5954,"Spanish Brunch, Juice, Coffee, Coffee, Toast"
5955,Scone
5956,"Tea, Sandwich"
5957,"Brownie, Coffee, Coffee"
5958,"Sandwich, Sandwich, Bread, Coffee"
5959,"Bread, Bread"
5960,"Coffee, Coffee, Chicken Stew, Soup, Sandwich"
5961,"Sandwich, Sandwich, Salad, Coffee, Coffee, Cake"
5962,Cake
5963,Coffee
5964,"Cake, Scone"
5965,"Scone, Coffee, Coffee, Coffee, Cake"
5966,"Cake, Brownie"
5967,"Salad, Sandwich, Tea, Tea, Scone, Cookies"
5968,"Chicken Stew, Truffles, Juice"
5969,"Coffee, Alfajores, Spanish Brunch"
5970,Coffee
5971,"Hot chocolate, Coffee, Cake"
5972,"Coffee, Cake"
5973,"Cake, Cake, Coffee, Hot chocolate"
5974,Sandwich
5975,Cookies
5976,"Brownie, Coffee"
5977,Bread
5978,"Cake, Cake, Coffee"
5979,"Coffee, Salad"
5980,"Coffee, Cake, Cake"
5981,"Cake, Salad, Valentine's card"
5982,Scandinavian
5983,"Bread, Coffee"
5984,Brownie
5985,"Tea, Tea, Soup, Juice, Cake, Bread"
5986,"Bread, Bread, Cake, Bread, Soup, Soup"
5987,Bread
5988,"Coffee, Coffee, Coffee, Cake, Bread, Alfajores"
5989,"Truffles, Coffee, Tshirt"
5990,Coffee
5991,Hot chocolate
5992,Coffee
5993,Juice
5994,"Juice, Truffles, Mineral water"
5995,Tshirt
5996,Tshirt
5997,"Tea, Tea, Hot chocolate"
5998,Tshirt
5999,"Bread, Hot chocolate, Tshirt"
6000,"Vegan Feast, Tea"
6001,"Postcard, Coffee"
6002,"Tshirt, Coke"
6003,Coke
6004,Tshirt
6005,Coke
6006,Truffles
6007,Tshirt
6008,Tshirt
6009,Tea
6010,Coke
6011,"Tshirt, Fudge"
6012,"Hot chocolate, Coffee"
6013,Tshirt
6014,"Valentine's card, Tshirt"
6015,Tshirt
6016,"Tshirt, Postcard"
6017,Tshirt
6018,"Valentine's card, Tshirt, Postcard"
6019,Valentine's card
6020,Valentine's card
6021,Postcard
6022,"Nomad bag, Postcard, Tshirt"
6023,"Tshirt, Postcard"
6024,"Tshirt, Postcard"
6025,Postcard
6026,Postcard
6027,Tshirt
6028,"Tshirt, Postcard"
6029,"Coffee, Coffee, Pastry, Pastry, Farm House"
6030,"Tea, Coffee, Coffee, Pastry, Scone"
6031,"Coffee, Medialuna"
6032,"Coffee, Bread"
6033,Hot chocolate
6034,Bread
6035,"Tea, Tea, Pastry, Pastry"
6036,"Bread, Bread"
6037,"Coffee, Coffee, Tea"
6038,"Coffee, Coffee, Hot chocolate, Hot chocolate, Medialuna, Scone, Alfajores, Spanish Brunch"
6039,Bread
6040,"Coffee, Coffee, Alfajores, Cookies"
6041,"Sandwich, Sandwich, Coffee, Scone"
6042,"Scone, Coffee, Coffee, Coffee"
6043,"Coffee, Hot chocolate, Farm House"
6044,"Bread, Coffee, Coffee"
6045,"Hot chocolate, Hot chocolate, Coffee, Coffee, Coffee, Cookies, Cookies, Brownie, Pastry, Baguette"
6046,"Coffee, Cake"
6047,Coffee
6048,"Coffee, Coffee, Coffee, Tea, Medialuna, Medialuna, Cookies, Cookies"
6049,"Bread, Fudge, Alfajores"
6050,"Coffee, Tea, Sandwich"
6051,"Spanish Brunch, Bread"
6052,"Cake, Alfajores"
6053,Bread
6054,"Coffee, Coffee, Bread, Pastry"
6055,"Salad, Coffee, Coffee"
6056,"Coffee, Coffee, Coffee, Bread, Cookies, Alfajores, Sandwich, Sandwich"
6057,"Coffee, Coffee, Pastry, Bread"
6058,"Coffee, Pastry"
6059,"Sandwich, Coffee, Coke"
6061,"Bread, Scone, Alfajores"
6062,"Brownie, Bread, Scandinavian"
6063,"Coffee, Cake, Bread"
6064,"Cake, Pastry, Bread"
6065,"Cookies, Cake"
6066,"Hot chocolate, Tea, Alfajores"
6067,"Bread, Coffee, Coffee, Cookies, Cake"
6068,Scandinavian
6070,"Coffee, Coffee, Cake, Alfajores"
6071,"Coffee, Chicken Stew, Sandwich, Fudge"
6072,"Coffee, Sandwich, Fudge"
6073,"Baguette, Coffee, Tea, Cake"
6074,"Coffee, Tea"
6075,"Tea, Bread"
6076,Bread
6077,Coffee
6078,"Tea, Coffee, Sandwich, Sandwich, Bread"
6079,Bread
6080,"Spanish Brunch, Chicken Stew, Coffee"
6081,"Coffee, Coffee, Coffee, Cookies, Cake"
6082,"Hot chocolate, Hot chocolate, Bread, Coffee"
6084,"Coffee, Coffee, Coffee"
6085,"Bread, Bread"
6086,"Tea, Medialuna"
6087,Coffee
6088,"Bread, Bread"
6089,"Bread, Coffee"
6090,Coffee
6091,Tea
6092,Bread
6093,"Coffee, Pastry"
6094,Coffee
6095,"Baguette, Bread, Pastry"
6096,"Pastry, Pastry"
6097,"Cookies, Coffee"
6098,"Coffee, Sandwich"
6099,"Jam, Bread, Pastry"
6100,Coffee
6101,Coffee
6102,"Coffee, Medialuna"
6103,"Cookies, Bread, Farm House"
6104,"Bread, Cake"
6105,Coffee
6107,Bread
6108,"Coffee, Pastry"
6109,Coffee
6110,"Coffee, Coffee, Toast"
6111,Bread
6112,Coffee
6113,"Hot chocolate, Coffee, Toast"
6114,Bread
6115,"Coffee, Tea, Cake, Scone"
6116,Pastry
6117,"Bread, Bread, Sandwich"
6118,Baguette
6119,Bread
6120,Bread
6121,Sandwich
6122,Coffee
6123,"Soup, Coffee"
6124,Coffee
6125,"Truffles, Scone"
6126,"Coffee, Mineral water, Sandwich, Spanish Brunch, Alfajores, Truffles, Tea"
6127,"Bread, Coffee"
6129,"Bread, Fudge, Fudge"
6130,Fudge
6131,Truffles
6132,Cake
6133,"Coffee, Cake, Juice"
6134,"Truffles, Coffee, Sandwich, Spanish Brunch, Brownie"
6135,"Medialuna, Tea, Brownie, Tea, Soup, Soup"
6136,"Coffee, Cake, Chicken Stew"
6137,"Tea, Cake"
6138,Bread
6139,"Cookies, Tea, Tea"
6140,"Coffee, Juice, Alfajores"
6141,Bread
6142,"Brownie, Coffee, Coffee, Juice, Farm House"
6143,"Juice, Cookies, Brownie, Tea"
6144,"Coffee, Cake, Brownie"
6145,Coffee
6146,"Coffee, Scone"
6147,"Tea, Brownie, Toast"
6148,Bread
6149,"Pastry, Medialuna, Hot chocolate, Coffee"
6150,Bread
6151,"Sandwich, Coffee"
6152,"Bread, Farm House"
6153,Hot chocolate
6154,Hot chocolate
6155,Hot chocolate
6156,"Tea, Toast, Baguette"
6157,Coffee
6158,"Scandinavian, Bread, Nomad bag"
6159,Bread
6160,"Bread, Pastry"
6161,Bread
6162,"Coffee, Coffee"
6163,"Coffee, Coffee, Cake, Bread"
6164,"Coffee, Coffee"
6165,"Coffee, Pastry, Brownie"
6166,"Coffee, Pastry"
6167,Bread
6168,Salad
6169,Coffee
6170,"Bread, Coffee"
6171,"Coffee, Coffee, Cake, Alfajores"
6172,Coffee
6173,"Coffee, Bread, Eggs"
6174,Tea
6175,Bread
6176,Farm House
6177,"Coffee, Alfajores"
6178,"Coffee, Coffee, Pastry"
6179,"Juice, Chicken Stew"
6180,"Chicken Stew, Chocolates"
6181,"Soup, Coffee"
6182,"Chicken Stew, Juice, Eggs, Bread, Cake"
6183,"Cake, Cake, Coffee, Hot chocolate"
6184,"Coffee, Coffee, Cake"
6185,Farm House
6186,Bread
6187,Baguette
6188,Soup
6189,"Spanish Brunch, Tea"
6190,"Coffee, Cake"
6191,"Tea, Tea, Spanish Brunch"
6192,"Coffee, Coffee, Brownie, Truffles"
6193,"Hot chocolate, Cake"
6194,"Bread, Alfajores"
6195,Tea
6196,Bread
6197,"Coffee, Alfajores"
6198,"Bread, Smoothies, Mineral water, Alfajores, Brownie, Cake, Bread"
6199,"Coffee, Tea, Cake"
6200,Baguette
6201,"Sandwich, Tea"
6202,Coffee
6203,Alfajores
6205,Bread
6206,"Bread, Pastry"
6207,"Pastry, Bread, Eggs, Nomad bag"
6208,"Coffee, Coffee, Alfajores"
6209,"Coffee, Bread"
6210,Coffee
6211,Bread
6212,Coffee
6213,"Bread, Spanish Brunch"
6214,Coffee
6215,"Coffee, Coffee, Pastry, Medialuna"
6216,"Mineral water, Crisps, Sandwich"
6217,"Coffee, Coffee, Bread, Alfajores, Alfajores, Pastry"
6218,"Medialuna, Bread, Tea"
6219,Coffee
6220,"Baguette, Farm House"
6221,Farm House
6222,"Bread, Chicken Stew"
6223,"Chocolates, Chocolates, Coffee, Tea"
6224,"Tea, Sandwich, Brownie"
6225,"Brownie, Tea, Sandwich, Art Tray"
6226,"Sandwich, Soup, Soup, Tea"
6227,"Soup, Coffee, Hot chocolate, Brownie"
6228,"Soup, Cake"
6229,"Cake, Bread, Coffee, Coffee"
6230,Coffee
6231,"Soup, Chicken Stew, Mineral water"
6232,"Coffee, Bread"
6233,"Bread, Coffee"
6234,"Coffee, Pastry"
6235,"Tea, Coffee, Bread"
6236,"Coffee, Sandwich"
6237,Bread
6238,Coffee
6239,"Bread, Mineral water, Sandwich, Tea"
6240,"Bread, Bread, Bread, Cake"
6241,"Coffee, Tea, Brownie"
6242,"Bread, Bread"
6243,"Hot chocolate, Hot chocolate"
6244,"Coffee, Cake"
6245,"Coffee, Tea"
6246,"Bread, Bread"
6247,"Coffee, Cookies"
6248,"Bread, Toast"
6249,"Bread, Coffee, Pastry, Pastry"
6250,Farm House
6251,Scandinavian
6252,"Coffee, Brownie"
6253,"Bread, Hot chocolate"
6254,"Coffee, Toast"
6255,Coffee
6256,"Coffee, Tea, Brownie, Farm House"
6257,"Coffee, Coffee, Cookies, Cookies, Toast, Juice"
6258,Valentine's card
6259,"Coffee, Coffee, Extra Salami or Feta, Bread"
6260,Valentine's card
6261,"Hot chocolate, Coffee, Cookies, Cookies"
6262,"Coffee, Medialuna, Medialuna, Sandwich"
6263,Bread
6264,Bread
6265,Bread
6266,"Soup, Bread, Coffee"
6267,"Coffee, Soup, Pastry, Jam"
6268,"Eggs, Coffee"
6269,Baguette
6270,Coffee
6271,Bread
6272,Pastry
6273,"Scandinavian, Cookies"
6274,"Coke, Soup"
6275,"Sandwich, Coffee"
6276,"Coke, Sandwich"
6277,"Coffee, Chicken Stew"
6278,"Chicken Stew, Coffee"
6279,"Juice, Toast, Sandwich, Sandwich, Tea, Coffee, Cookies, Cookies, Alfajores, Alfajores, Hot chocolate"
6280,Cookies
6281,"Juice, Sandwich, Cake"
6282,"Soup, Bread"
6283,Coffee
6284,"Fudge, Sandwich"
6285,Baguette
6286,"Coffee, Coffee, Pastry, Pastry"
6287,"Medialuna, Cake, Tea, Tea"
6288,Bread
6289,"Coffee, Brownie"
6290,"Soup, Soup, Soup, Bread, Cake, Cake, Tea, Bread, Tea"
6291,"Coffee, Juice, Hot chocolate, Cake"
6292,"Alfajores, Bread, Coffee, Coffee"
6293,"Bread, Cookies, Bread"
6294,Bread
6295,Bread
6296,"Cake, Bread"
6297,"Coffee, Bread"
6298,"Coffee, Tea"
6299,"Bread, Bread"
6300,"Coffee, Coffee, Juice, Pastry, Cookies"
6301,"Bread, Pastry"
6302,Bread
6303,"Coffee, Cookies"
6304,Hot chocolate
6305,"Coffee, Hot chocolate"
6306,"Coffee, Cookies"
6307,Coffee
6308,"Coffee, Toast"
6309,Valentine's card
6310,Tea
6311,Bread
6312,Bread
6313,Coffee
6314,"Bread, Juice, Sandwich, Sandwich, Cookies, Alfajores"
6315,Soup
6316,Soup
6317,"Scone, Coffee"
6318,"Truffles, Soup"
6319,"Chicken Stew, Cake, Juice"
6320,"Bread, Scandinavian"
6321,"Coffee, Coffee"
6322,"Sandwich, Coffee, Truffles"
6323,Cake
6324,Bread
6325,"Pastry, Bread"
6326,Toast
6327,Bread
6328,Bread
6329,Chicken Stew
6330,"Sandwich, Coke"
6331,"Coffee, Coffee, Cake, Cake, Salad, Extra Salami or Feta, Scandinavian, Bread"
6332,Scandinavian
6333,"Coffee, Salad"
6334,"Truffles, Duck egg, Extra Salami or Feta, Spanish Brunch, Afternoon with the baker"
6335,"Medialuna, Medialuna"
6336,"Tea, Tea, Soup, Cake, Bread, Scone, Cake"
6337,"Soup, Coffee, Coffee"
6338,"Medialuna, Cake, Spanish Brunch, The Nomad, Cookies"
6339,"Bread, Coffee"
6340,Coffee
6341,"Coffee, Chicken Stew"
6342,Coffee
6343,"Coffee, Alfajores, Pastry"
6344,Coffee
6345,Coffee
6346,"Coffee, Brownie"
6347,Soup
6348,"Coffee, Tea, Cookies"
6349,Bread
6350,Bread
6351,"Baguette, Coffee"
6352,Tea
6353,Spanish Brunch
6354,Coffee
6355,"Cake, Cake, Cookies"
6356,"Juice, Coffee, Cookies, Tea, Alfajores"
6357,"Cake, Cookies, Coffee, Hot chocolate"
6358,"Bread, Coffee, Bread"
6359,"Coffee, Scone"
6360,"Brownie, Coffee, Coffee, Baguette"
6361,"Coffee, Bread, Scone"
6362,"Coffee, Coffee"
6363,Medialuna
6364,Bread
6365,"Bread, Farm House, Nomad bag"
6366,"Bread, Pastry"
6367,"Toast, Pastry, Tea, Coffee, Coffee"
6368,"Scone, Pastry"
6369,"Cake, Tea, Toast"
6370,Baguette
6371,Bread
6372,"Tea, Toast"
6373,Coffee
6374,"Hot chocolate, Bread, Pastry, Pastry"
6375,Tea
6376,"Scandinavian, Pastry, Alfajores"
6377,Fudge
6378,"Tea, Tea, Pastry, Toast, Bread, Brownie, Cake"
6379,"Coffee, The Nomad"
6380,"Cookies, Cake"
6381,Bread
6382,"Coffee, Bread"
6383,"Coffee, Pastry"
6384,"Cookies, Cookies, Cake"
6385,Bread
6386,Bread
6387,"Coffee, Pastry"
6388,"Spanish Brunch, Coffee, Coffee, Juice"
6389,"Coffee, Coffee, Bread, Toast"
6390,"Coffee, Coffee, Coffee"
6391,Bread
6392,"Coffee, Bread"
6393,"Coffee, Coffee"
6394,Baguette
6395,"Tea, Tea, Scone"
6396,"Coffee, Hot chocolate, Bread"
6397,Bread
6398,"Bread, Cookies, Chicken Stew"
6399,"Sandwich, Hot chocolate, Bread"
6400,"Soup, The Nomad, Truffles"
6401,Baguette
6402,Pastry
6403,"Bread, Cake"
6404,"Soup, Coffee"
6405,Bread
6406,Bread
6407,"Coffee, Bread, Cake, Cake"
6408,"Soup, Chicken Stew, Coffee, Tea"
6409,Hot chocolate
6410,"Nomad bag, Bread, Coffee, Coffee, Cake, Cake"
6411,Bread
6412,"Spanish Brunch, The Nomad, Tea, Tea, Juice, Art Tray, Cake, Cake, Alfajores, Tea, Hot chocolate"
6413,"Alfajores, Brownie"
6414,"Coffee, Hot chocolate, Coffee, Bread, Cake"
6415,"Cake, Bread, Chicken Stew"
6416,"Coffee, Coffee, Coffee, Brownie"
6417,Valentine's card
6418,Bread
6419,Bread
6420,"Coffee, Coffee, Chicken Stew, Pastry"
6421,"Tea, Bread"
6422,"Soup, Spanish Brunch, Sandwich, Coffee, Tea"
6423,"Coffee, Tea"
6424,"Coffee, Juice"
6425,"Coffee, Cake, Pastry"
6426,"Bread, Hot chocolate, Sandwich"
6427,Bread
6428,"Bread, Tea, Tea, Bread, Cake"
6429,Afternoon with the baker
6430,Bread
6431,"Bread, Scandinavian"
6432,"Tea, Tea, Cake, Medialuna, Medialuna, Coffee, Scandinavian"
6433,Scandinavian
6434,"Bread, Soup"
6435,"Cake, Bread, Cookies, Eggs, Juice"
6436,Coffee
6437,"Coffee, Tea, Pastry"
6438,"Medialuna, Coffee"
6439,"Coffee, Toast"
6440,"Pastry, Pastry, Pastry, Bread"
6441,"Coffee, Coffee, Pastry, Cookies, Bread"
6442,Bread
6443,"Pastry, Medialuna, Baguette"
6444,"Coffee, Scone"
6445,"Bread, Bread"
6446,Coffee
6447,Bread
6448,"Bread, Coffee, Scone"
6449,"Bread, Baguette, Hot chocolate, Coffee, Toast"
6450,Coffee
6451,"Coffee, Coffee, Coffee, Bread, Cake"
6452,Coffee
6453,"Coffee, Coffee, Scone, Cake"
6454,"Scone, Bread, Baguette"
6455,Cake
6456,"Coffee, Spanish Brunch, Bread"
6457,"Pastry, Brownie"
6458,Toast
6459,"Bread, Bread"
6460,Bread
6461,Farm House
6462,"Spanish Brunch, Cake"
6463,Bread
6464,Coffee
6465,"Coffee, Coffee, Cake"
6466,Bread
6467,"Coffee, Coffee, Coffee"
6468,"Tea, Cake"
6469,"Hot chocolate, Soup"
6470,Tea
6471,"Alfajores, Bread"
6472,"Cake, Bread"
6473,Coffee
6474,"Coffee, Coffee, Coffee, Tea, Toast, Duck egg, Extra Salami or Feta, Chicken Stew, Cookies, Brownie, Bread"
6475,Bread
6476,"Coffee, Sandwich"
6477,"Coffee, Cake"
6478,"Brownie, Bread"
6479,"Coffee, Coffee, Alfajores, Cake, Brownie"
6480,"Coffee, Brownie"
6481,Afternoon with the baker
6482,Afternoon with the baker
6483,Bread
6484,"Coffee, Medialuna, Baguette"
6485,Coffee
6486,"Hot chocolate, Toast"
6487,"Coffee, Bread, Medialuna, Alfajores"
6488,"Alfajores, Medialuna, Coffee, Bread"
6489,"Focaccia, Bread"
6490,Coffee
6491,"Coffee, Coffee"
6492,Coffee
6493,Hot chocolate
6494,"Coffee, Juice"
6495,"Coffee, Pastry"
6496,"Pastry, Coffee"
6497,Scandinavian
6498,"Juice, Chocolates, Hot chocolate, Coffee, Bread, Cookies"
6499,"Tea, Coffee"
6500,Bread
6501,"Coffee, Brownie, Farm House"
6502,"Bread, Cookies, Coffee"
6503,"Coffee, Coffee"
6504,Coffee
6505,"Coffee, Coffee, Scone, Cake, Farm House, Juice"
6506,"Coffee, Coffee, Cookies"
6507,"Scone, Coffee"
6508,Bread
6509,"Bread, Cookies"
6510,Coffee
6511,"Cookies, Cake, Cake, Truffles"
6512,Baguette
6513,"Bread, Tea"
6514,Farm House
6515,Coffee
6516,Soup
6517,"Coffee, Tea, Sandwich, Sandwich"
6518,"Soup, Tea, Tea"
6519,"Coke, Juice, Coffee, Chicken Stew, Sandwich, Sandwich, Sandwich, Cookies, Cookies"
6520,Cake
6521,"Truffles, Bread, Sandwich, Soup"
6522,"Cake, Coffee, Cookies, Coke"
6523,"Truffles, Salad, Chicken Stew, Medialuna, Brownie"
6524,"Coffee, Coffee, Alfajores, Cookies"
6525,"Coffee, Bread, Soup, Sandwich"
6526,"Bread, Alfajores"
6527,Bread
6528,"Tea, Sandwich"
6529,"Alfajores, Bread, Coffee"
6530,"Sandwich, Sandwich, Truffles, Tea"
6531,Cake
6532,"Farm House, Coffee"
6533,"Tea, Coffee, Soup, Cake"
6534,"Bread, Coffee"
6535,"Chicken Stew, Coffee"
6536,"Coffee, Coffee"
6537,"Bread, Coffee"
6538,"Tea, Toast"
6539,"Coffee, Coffee"
6540,"Tea, Hot chocolate, Cake, Eggs, Fudge, Bread"
6541,Bread
6542,"Coffee, Bread, Cake"
6543,"Alfajores, Coffee"
6544,"Bread, Bread"
6545,Afternoon with the baker
6546,"Medialuna, Alfajores"
6547,"Coffee, Coffee"
6548,"Coffee, Bread, Mineral water, Toast"
6549,"Bread, Pastry"
6550,Tea
6551,"Coffee, Tea, Cake"
6552,"Coffee, Coffee, Cake, Toast"
6553,"Coffee, Pastry, Alfajores, Farm House"
6554,"Hot chocolate, Cake"
6555,"Hot chocolate, Cake"
6556,Bread
6557,"Coffee, Coffee, Tea, Cake, Alfajores"
6558,"Cookies, Scone, Coffee, Hot chocolate"
6559,"Coffee, Coffee, Hot chocolate, Coffee, Cake, Medialuna"
6560,"Coffee, Coffee, Coffee, Coffee, Medialuna, Cookies"
6561,"Coffee, Cake"
6562,"Bread, Bread"
6563,"Sandwich, Coffee"
6565,Bread
6566,"Coffee, Cake"
6567,"Coffee, Coke, Pastry"
6568,Salad
6569,Bread
6570,"Bread, Cake"
6571,"Farm House, Cake"
6572,Coke
6573,Bread
6574,"Cookies, Cookies, Spanish Brunch, Toast, Coffee, Bread"
6575,"Tea, Tea"
6576,Coffee
6577,"Hot chocolate, Hot chocolate, Hot chocolate, Smoothies, Cookies, Cookies"
6578,"Coffee, Juice, Bread, Bread, Afternoon with the baker"
6579,Coffee
6580,"Alfajores, Bread"
6581,"Soup, Tea"
6582,"Tea, Alfajores"
6583,"Bread, Vegan mincepie"
6584,"Baguette, Alfajores"
6585,Baguette
6586,Bread
6587,"Coffee, Coffee"
6588,Valentine's card
6589,Valentine's card
6592,"Coffee, Coffee"
6593,Toast
6594,Bread
6595,"Coffee, Coffee"
6596,Pastry
6597,Bread
6598,"Pastry, Coffee, Coffee"
6599,Baguette
6600,Coffee
6601,"Tea, Tea, The Nomad, Pastry"
6602,Bread
6603,"Coffee, Bread"
6604,"Medialuna, Medialuna, Medialuna, Baguette"
6605,"Hot chocolate, Coffee, Medialuna, Soup, Cake"
6606,"Bread, Coffee"
6607,"Bread, Medialuna"
6608,Vegan Feast
6609,"Sandwich, Truffles"
6610,"Coffee, Toast"
6611,Soup
6612,"The Nomad, Coffee, Coffee"
6613,"Sandwich, Juice"
6614,"Soup, Soup, Cake, Cake, Tea, Tea"
6616,Bread
6617,"Baguette, Coffee, Coffee, Coffee, Salad, Art Tray, Alfajores"
6618,"Coffee, Bread"
6619,Bread
6620,Cake
6621,Baguette
6622,"Hot chocolate, Alfajores"
6623,"Coffee, Hot chocolate, Coffee, Medialuna, Jammie Dodgers"
6624,"Coffee, Vegan mincepie, Pastry"
6625,"Hot chocolate, Coffee, Alfajores, Cake"
6626,Brownie
6627,Bread
6628,"Coffee, Bread"
6629,"Bread, Cake"
6630,"Cake, Coffee"
6631,Coffee
6632,Farm House
6633,Cookies
6634,Brownie
6635,Coffee
6636,Baguette
6637,Coffee
6638,"Medialuna, Alfajores, Hot chocolate, Hot chocolate, Bread"
6639,"Pastry, Medialuna, Alfajores, Alfajores, Cake"
6640,Coffee
6641,"Hot chocolate, Coffee, Cake, Cookies, Spanish Brunch, Duck egg"
6642,"Coffee, Pastry"
6643,"Smoothies, Sandwich, Soup"
6644,"Coffee, Juice, Jammie Dodgers, Chicken Stew, Tea"
6645,"Hot chocolate, Juice, Hot chocolate, Toast, Chicken Stew, Tea, Tea"
6646,Coffee
6647,"Coffee, Coffee, Pastry, Pastry"
6648,"Coffee, Coffee, Cookies, Cake"
6649,Coffee
6650,Fudge
6651,"Coffee, Cake, Brownie, Alfajores"
6652,Cake
6653,"Tea, Tea, Soup"
